Fiscal Year,Service (Cabinet),Department,Program #,Program,Expense Type,ACCT #,Expense Category (Account),Fund,Amount
2017,Administration & Finance,Treasury Department,138400,Treasury Accounting,Contractual Services,52800,Transportation of Persons,General Fund,$600.00
2017,Administration & Finance,Treasury Department,138400,Treasury Accounting,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$4000.00
2017,Administration & Finance,Treasury Department,138500,Accounts Receivable,Personnel Services,51000,Permanent Employees,General Fund,$302037.00
2017,Administration & Finance,Treasury Department,138500,Accounts Receivable,Personnel Services,51200,Overtime,General Fund,$5000.00
2017,Administration & Finance,Treasury Department,138500,Accounts Receivable,Contractual Services,52100,Communications,General Fund,$0.00
2017,Administration & Finance,Treasury Department,138500,Accounts Receivable,Contractual Services,52800,Transportation of Persons,General Fund,$600.00
2017,Administration & Finance,Treasury Department,138500,Accounts Receivable,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$12000.00
2017,Administration & Finance,Treasury Department,138600,Trust,Personnel Services,51000,Permanent Employees,General Fund,$0.00
2017,Administration & Finance,Medicare,139100,Medicare Payments,Personnel Services,51900,Total Medicare,General Fund,$10000000.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Personnel Services,51000,Permanent Employees,General Fund,$914184.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Personnel Services,51200,Overtime,General Fund,$3000.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Contractual Services,52100,Communications,General Fund,$5900.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$3500.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Contractual Services,52800,Transportation of Persons,General Fund,$3275.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Contractual Services,52900,Contracted Services,General Fund,$485711.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$4100.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$500.00
2017,Administration & Finance,Budget Management,141100,Budget Administration,Current Charges & Obligations,54900,Current Charges,General Fund,$95850.00
2017,Administration & Finance,Budget Management,141200,Budget & Management,Personnel Services,51000,Permanent Employees,General Fund,$589290.00
2017,Administration & Finance,Budget Management,141200,Budget & Management,Personnel Services,51200,Overtime,General Fund,$18500.00
2017,Administration & Finance,Budget Management,141200,Budget & Management,Contractual Services,52100,Communications,General Fund,$600.00
2017,Administration & Finance,Budget Management,141200,Budget & Management,Contractual Services,52800,Transportation of Persons,General Fund,$1800.00
2017,Administration & Finance,Budget Management,141200,Budget & Management,Contractual Services,52900,Contracted Services,General Fund,$200000.00
2017,Administration & Finance,Budget Management,141200,Budget & Management,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$500.00
2017,Administration & Finance,Budget Management,141300,Revenue Monitoring,Personnel Services,51000,Permanent Employees,General Fund,$190568.00
2017,Administration & Finance,Budget Management,141300,Revenue Monitoring,Personnel Services,51200,Overtime,General Fund,$1000.00
2017,Administration & Finance,Budget Management,141300,Revenue Monitoring,Contractual Services,52100,Communications,General Fund,$1500.00
2017,Administration & Finance,Budget Management,141300,Revenue Monitoring,Contractual Services,52800,Transportation of Persons,General Fund,$300.00
2017,Administration & Finance,Budget Management,141500,Capital Budgeting,Personnel Services,51000,Permanent Employees,General Fund,$450316.00
2017,Administration & Finance,Budget Management,141500,Capital Budgeting,Personnel Services,51200,Overtime,General Fund,$1500.00
2017,Administration & Finance,Budget Management,141500,Capital Budgeting,Contractual Services,52100,Communications,General Fund,$2000.00
2017,Administration & Finance,Budget Management,141500,Capital Budgeting,Contractual Services,52800,Transportation of Persons,General Fund,$600.00
2017,Administration & Finance,Budget Management,141500,Capital Budgeting,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$500.00
2017,Administration & Finance,Budget Management,141500,Capital Budgeting,Current Charges & Obligations,54900,Current Charges,General Fund,$35440.00
2017,Administration & Finance,Budget Management,141600,Risk Management,Personnel Services,51000,Permanent Employees,General Fund,$115987.00
2017,Administration & Finance,Budget Management,141600,Risk Management,Contractual Services,52100,Communications,General Fund,$1000.00
2017,Administration & Finance,Budget Management,141600,Risk Management,Contractual Services,52800,Transportation of Persons,General Fund,$300.00
2017,Administration & Finance,Budget Management,141600,Risk Management,Contractual Services,52900,Contracted Services,General Fund,$770.00
2017,Administration & Finance,Budget Management,141600,Risk Management,Current Charges & Obligations,54900,Current Charges,General Fund,$71485.00
2017,Administration & Finance,Human Resources,142100,Personnel,Personnel Services,51000,Permanent Employees,General Fund,$1905345.00
2017,Administration & Finance,Human Resources,142100,Personnel,Personnel Services,51100,Emergency Employees,General Fund,$80724.00
2017,Administration & Finance,Human Resources,142100,Personnel,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2017,Administration & Finance,Human Resources,142100,Personnel,Contractual Services,52100,Communications,General Fund,$9400.00
2017,Administration & Finance,Human Resources,142100,Personnel,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1000.00
2017,Administration & Finance,Human Resources,142100,Personnel,Contractual Services,52800,Transportation of Persons,General Fund,$3500.00
2017,Administration & Finance,Human Resources,142100,Personnel,Contractual Services,52900,Contracted Services,General Fund,$64200.00
2017,Administration & Finance,Human Resources,142100,Personnel,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$6200.00
2017,Administration & Finance,Human Resources,142100,Personnel,Current Charges & Obligations,54900,Current Charges,General Fund,$161890.00
2017,Administration & Finance,Human Resources,142100,Personnel,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Human Resources,142200,Affirmative Action,Personnel Services,51000,Permanent Employees,General Fund,$44906.00
2017,Administration & Finance,Human Resources,142200,Affirmative Action,Contractual Services,52900,Contracted Services,General Fund,$25000.00
2017,Administration & Finance,Human Resources,142200,Affirmative Action,Current Charges & Obligations,54900,Current Charges,General Fund,$2500.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Personnel Services,51000,Permanent Employees,General Fund,$640165.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Personnel Services,51200,Overtime,General Fund,$0.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Contractual Services,52100,Communications,General Fund,$3000.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1000.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Contractual Services,52800,Transportation of Persons,General Fund,$1050.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Contractual Services,52900,Contracted Services,General Fund,$20000.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$57000.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Current Charges & Obligations,54900,Current Charges,General Fund,$150.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Equipment,55600,Office Furniture & Equipment,General Fund,$0.00
2017,Administration & Finance,Human Resources,142300,Health Benefits & Insurance,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Human Resources,142400,Employee Assistance,Personnel Services,51000,Permanent Employees,General Fund,$86456.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Personnel Services,51000,Permanent Employees,General Fund,$964997.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Contractual Services,52100,Communications,General Fund,$0.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$0.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Contractual Services,52800,Transportation of Persons,General Fund,$2100.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Contractual Services,52900,Contracted Services,General Fund,$14700.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$9000.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Current Charges & Obligations,54900,Current Charges,General Fund,$28550.00
2017,Administration & Finance,Human Resources,142500,Workers' Compensation,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Purchasing Division,143100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$553554.00
2017,Administration & Finance,Purchasing Division,143100,Administration,Personnel Services,51200,Overtime,General Fund,$0.00
2017,Administration & Finance,Purchasing Division,143100,Administration,Contractual Services,52100,Communications,General Fund,$5000.00
2017,Administration & Finance,Purchasing Division,143100,Administration,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$0.00
2017,Administration & Finance,Purchasing Division,143100,Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$2500.00
